NU_SEQUENCIAL;NU_ANO;CO_ESCOLA;CO_MUNICIPIO_ESC;NO_MUNICIPIO_ESC;CO_UF_ESC;SG_UF_ESC;TP_DEPENDENCIA_ADM_ESC;TP_LOCALIZACAO_ESC;TP_SIT_FUNC_ESC;CO_MUNICIPIO_PROVA;NO_MUNICIPIO_PROVA;CO_UF_PROVA;SG_UF_PROVA;TP_PRESENCA_CN;TP_PRESENCA_CH;TP_PRESENCA_LC;TP_PRESENCA_MT;NU_NOTA_CN;NU_NOTA_CH;NU_NOTA_LC;NU_NOTA_MT;TP_LINGUA;TP_STATUS_REDACAO;NU_NOTA_COMP1;NU_NOTA_COMP2;NU_NOTA_COMP3;NU_NOTA_COMP4;NU_NOTA_COMP5;NU_NOTA_REDACAO
206403;2024;23052929;2301406;Aratuba;23;CE;2;1;1;2301406;Aratuba;23;CE;1;1;1;1;436.8;377.8;423.4;427.1;1;1;80;60;60;80;20;300
3604651;2024;42103770;4218004;Tijucas;42;SC;4;1;1;4218004;Tijucas;42;SC;1;1;1;1;521.9;601.9;605.5;689.2;0;1;160;200;200;180;180;920
1461268;2024;NA;NA;;NA;;NA;NA;NA;4122404;Rolândia;41;PR;1;1;1;1;363;548.4;557.2;456.4;1;1;120;120;40;120;80;480
4301058;2024;NA;NA;;NA;;NA;NA;NA;3534401;Osasco;35;SP;1;1;1;1;550.7;553.8;605.9;629.1;0;1;140;200;160;160;80;740
3148322;2024;21150354;2100436;Alto Alegre do Maranhão;21;MA;2;1;1;2111508;São Mateus do Maranhão;21;MA;0;0;0;0;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA
1035588;2024;NA;NA;;NA;;NA;NA;NA;2408102;Natal;24;RN;0;0;0;0;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA
3587454;2024;15585689;1501402;Belém;15;PA;4;1;1;1501402;Belém;15;PA;1;2;2;1;486.7;NA;NA;525.1;0;NA;NA;NA;NA;NA;NA;NA
140768;2024;NA;NA;;NA;;NA;NA;NA;2408102;Natal;24;RN;1;1;1;1;482.7;531.6;439.2;496.7;1;1;100;80;60;120;0;360
3541867;2024;NA;NA;;NA;;NA;NA;NA;3156700;Sabará;31;MG;0;2;2;0;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA
3371353;2024;NA;NA;;NA;;NA;NA;NA;3520509;Indaiatuba;35;SP;1;1;1;1;599.5;640.3;597.6;665.3;0;1;120;200;120;120;200;760
377894;2024;NA;NA;;NA;;NA;NA;NA;2504306;Catolé do Rocha;25;PB;1;1;1;1;362.6;436;460;382.4;1;1;100;100;80;100;80;460
3446319;2024;51191024;5107354;São José do Xingu;51;MT;2;2;1;5103353;Confresa;51;MT;0;0;0;0;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA
134650;2024;29088240;2931301;Tapiramutá;29;BA;2;1;1;2921203;Miguel Calmon;29;BA;1;1;1;1;374.6;427;532.7;504;0;1;120;200;140;120;140;720
1620924;2024;NA;NA;;NA;;NA;NA;NA;2910800;Feira de Santana;29;BA;1;1;1;1;402.1;321.4;532.7;506;0;1;100;160;120;120;100;600
588106;2024;15585972;1506302;Salvaterra;15;PA;2;1;1;1506302;Salvaterra;15;PA;1;1;1;1;466.4;420;361.3;400.5;1;1;120;120;60;80;0;380
1399198;2024;NA;NA;;NA;;NA;NA;NA;4202404;Blumenau;42;SC;0;0;0;0;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA
941795;2024;NA;NA;;NA;;NA;NA;NA;2800308;Aracaju;28;SE;1;1;1;1;668.1;626.5;610.2;693.6;0;1;160;180;180;160;160;840
1894153;2024;NA;NA;;NA;;NA;NA;NA;2609600;Olinda;26;PE;1;1;1;1;466.6;403.3;508.3;376.6;0;1;80;140;120;120;140;600
2262755;2024;NA;NA;;NA;;NA;NA;NA;2304400;Fortaleza;23;CE;0;0;0;0;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA
3575012;2024;NA;NA;;NA;;NA;NA;NA;2108603;Pinheiro;21;MA;1;1;1;1;463.9;502.9;564.6;465.2;0;1;140;160;120;180;140;740
2874620;2024;NA;NA;;NA;;NA;NA;NA;4321451;Teutônia;43;RS;0;1;1;0;NA;383.8;595.8;NA;0;1;120;160;120;140;180;720
239012;2024;NA;NA;;NA;;NA;NA;NA;2507507;João Pessoa;25;PB;0;0;0;0;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA
1221621;2024;26068877;2608107;João Alfredo;26;PE;2;1;1;2602209;Bom Jardim;26;PE;1;1;1;1;367.7;394.7;390;391;1;1;100;120;80;100;60;460
1626014;2024;21055823;2112902;Vitória do Mearim;21;MA;2;1;1;2101004;Arari;21;MA;1;1;1;1;455.8;441.8;396.1;429.8;1;1;120;120;80;100;80;500
2983922;2024;15038483;1501402;Belém;15;PA;4;1;1;1500800;Ananindeua;15;PA;1;1;1;1;521.7;544.8;582.3;520.7;0;1;120;140;120;180;200;760
933265;2024;NA;NA;;NA;;NA;NA;NA;4118204;Paranaguá;41;PR;0;0;0;0;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA
2879850;2024;NA;NA;;NA;;NA;NA;NA;5105622;Mirassol d'Oeste;51;MT;0;1;1;0;NA;450.8;511.8;NA;0;1;120;120;100;120;60;520
718594;2024;60026482;4318465;São José do Herval;43;RS;2;1;1;4320800;Soledade;43;RS;1;1;1;1;536.7;564.1;573.1;465.7;1;1;160;180;140;180;160;820
3552010;2024;NA;NA;;NA;;NA;NA;NA;1100205;Porto Velho;11;RO;1;1;1;1;468.2;447;560.7;555.6;1;1;140;160;120;120;120;660
4015540;2024;NA;NA;;NA;;NA;NA;NA;3201308;Cariacica;32;ES;1;1;1;1;408.2;500.5;528.3;553;0;3;0;0;0;0;0;0
3076935;2024;NA;NA;;NA;;NA;NA;NA;4314050;Parobé;43;RS;0;0;0;0;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA
3429293;2024;15581853;1500800;Ananindeua;15;PA;2;1;1;1500800;Ananindeua;15;PA;1;1;1;1;372;301.7;322.9;483.8;1;1;100;180;120;100;100;600
4041213;2024;NA;NA;;NA;;NA;NA;NA;4307807;Estrela;43;RS;1;1;1;1;388.2;466.4;526.6;590.9;1;4;0;0;0;0;0;0
2908675;2024;NA;NA;;NA;;NA;NA;NA;3304557;Rio de Janeiro;33;RJ;1;1;1;1;453.6;478.9;542.6;618.2;0;1;160;140;140;160;120;720
3464001;2024;NA;NA;;NA;;NA;NA;NA;3517406;Guaíra;35;SP;1;1;1;1;412.2;507.7;475.3;382.4;1;1;100;120;100;80;120;520
2162195;2024;42156378;4202909;Brusque;42;SC;4;1;1;4202909;Brusque;42;SC;0;0;0;0;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA
2071877;2024;35150344;3522208;Itapecerica da Serra;35;SP;4;1;1;3522208;Itapecerica da Serra;35;SP;1;1;1;1;447.4;591.2;586.9;538.3;0;1;140;120;100;120;0;480
1461113;2024;13075390;1302603;Manaus;13;AM;2;1;1;1302603;Manaus;13;AM;0;1;1;0;NA;562.9;598.6;NA;0;1;160;200;180;180;180;900
2430195;2024;NA;NA;;NA;;NA;NA;NA;2803005;Itabaianinha;28;SE;0;1;1;0;NA;402.5;421;NA;1;1;100;120;100;120;120;560
668659;2024;35109411;3534401;Osasco;35;SP;4;1;1;3534401;Osasco;35;SP;1;1;1;1;408.1;547.7;518.9;591.4;0;1;180;200;160;160;140;840
3069895;2024;35569409;3552205;Sorocaba;35;SP;4;1;1;3552205;Sorocaba;35;SP;1;1;1;1;592.3;663.2;617.8;786.1;0;1;160;180;160;160;160;820
3466046;2024;51094061;5103403;Cuiabá;51;MT;4;1;1;5103403;Cuiabá;51;MT;1;1;1;1;584.6;566;545;705.1;0;1;140;160;160;160;140;760
1627882;2024;NA;NA;;NA;;NA;NA;NA;1600303;Macapá;16;AP;1;1;1;1;447.4;438;492.8;448.3;1;1;120;120;120;120;20;500
1728891;2024;NA;NA;;NA;;NA;NA;NA;5300108;Brasília;53;DF;1;1;1;1;598.8;564.8;571.4;534;0;1;140;180;160;160;160;800
3174313;2024;NA;NA;;NA;;NA;NA;NA;2207702;Parnaíba;22;PI;1;1;1;1;389.4;461.3;500.8;381.8;1;1;80;120;100;120;100;520
2376940;2024;NA;NA;;NA;;NA;NA;NA;3205200;Vila Velha;32;ES;0;0;0;0;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA
1608648;2024;17024951;1718204;Porto Nacional;17;TO;2;1;1;1718204;Porto Nacional;17;TO;0;0;0;0;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA
2935044;2024;NA;NA;;NA;;NA;NA;NA;2911709;Guanambi;29;BA;1;1;1;1;536.6;519.9;530.2;458.4;1;1;160;160;160;160;200;840
4192074;2024;NA;NA;;NA;;NA;NA;NA;4316808;Santa Cruz do Sul;43;RS;0;1;1;0;NA;527.4;512.4;NA;0;1;120;120;80;60;100;480
3302220;2024;NA;NA;;NA;;NA;NA;NA;4104006;Campina Grande do Sul;41;PR;1;1;1;1;530.9;537.1;560.9;587.8;0;1;120;160;120;140;180;720
886164;2024;NA;NA;;NA;;NA;NA;NA;2111300;São Luís;21;MA;1;1;1;1;463;522.8;490.7;413.8;1;1;100;120;100;100;120;540
3777034;2024;NA;NA;;NA;;NA;NA;NA;1302603;Manaus;13;AM;1;1;1;1;622.4;612.4;585.1;456.1;1;1;160;180;140;160;80;720
500706;2024;23007648;2307809;Marco;23;CE;2;1;1;2307809;Marco;23;CE;1;1;1;1;497.4;483.3;535.2;514.9;1;1;160;200;160;200;160;880
1481949;2024;35925500;3550308;São Paulo;35;SP;2;1;1;3550308;São Paulo;35;SP;0;0;0;0;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA
1847098;2024;NA;NA;;NA;;NA;NA;NA;2302503;Brejo Santo;23;CE;1;1;1;1;630.4;658.4;619.9;495;0;1;140;200;160;140;160;800
2727425;2024;NA;NA;;NA;;NA;NA;NA;3538709;Piracicaba;35;SP;1;1;1;1;519;581;555.9;620.7;0;1;120;140;100;120;160;640
1685096;2024;NA;NA;;NA;;NA;NA;NA;2707701;Rio Largo;27;AL;0;0;0;0;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA
3206672;2024;NA;NA;;NA;;NA;NA;NA;3301702;Duque de Caxias;33;RJ;0;0;0;0;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA
1100590;2024;15097307;1501956;Cachoeira do Piriá;15;PA;2;1;1;1502202;Capanema;15;PA;1;1;1;1;529;519.6;546.5;417.8;1;1;140;120;160;140;180;740
1785764;2024;NA;NA;;NA;;NA;NA;NA;2611606;Recife;26;PE;0;0;0;0;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA
2023802;2024;23277971;2302701;Campos Sales;23;CE;2;2;1;2302701;Campos Sales;23;CE;0;0;0;0;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA
193599;2024;NA;NA;;NA;;NA;NA;NA;2611101;Petrolina;26;PE;1;1;1;1;361.9;414;374.3;468;0;1;120;120;80;120;100;540
2556716;2024;NA;NA;;NA;;NA;NA;NA;3302403;Macaé;33;RJ;1;1;1;1;444.6;590.3;535;576.4;0;1;120;160;100;100;140;620
3205006;2024;35033522;3515657;Fernão;35;SP;2;1;1;3516705;Garça;35;SP;1;1;1;1;545.5;542;544.7;451.4;0;1;80;120;120;120;120;560
199746;2024;13059696;1301902;Itacoatiara;13;AM;2;1;1;1301902;Itacoatiara;13;AM;1;1;1;1;446.8;537;431.6;429.7;0;1;120;120;100;120;80;540
3818343;2024;NA;NA;;NA;;NA;NA;NA;5300108;Brasília;53;DF;0;0;0;0;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA
448150;2024;NA;NA;;NA;;NA;NA;NA;2202000;Buriti dos Lopes;22;PI;1;1;1;1;409.6;405.6;466.3;432;1;1;120;180;120;120;160;700
1268692;2024;31323748;3162906;São João Nepomuceno;31;MG;4;1;1;3162906;São João Nepomuceno;31;MG;1;1;1;1;601.5;635.6;590.3;777.3;0;1;160;180;200;180;200;920
2697413;2024;NA;NA;;NA;;NA;NA;NA;5300108;Brasília;53;DF;0;0;0;0;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA
1111253;2024;32041411;3205309;Vitória;32;ES;4;1;1;3205309;Vitória;32;ES;1;1;1;1;533.5;665.5;617.3;734.4;0;1;160;200;160;200;180;900
1520514;2024;NA;NA;;NA;;NA;NA;NA;3143302;Montes Claros;31;MG;1;1;1;1;586.1;624.6;562.8;614;0;1;160;200;180;200;200;940
2635403;2024;NA;NA;;NA;;NA;NA;NA;2800308;Aracaju;28;SE;1;1;1;1;533.4;513.5;541;495;0;1;100;180;100;120;0;500
1222308;2024;NA;NA;;NA;;NA;NA;NA;3550308;São Paulo;35;SP;1;1;1;1;426.7;560.7;583.5;616.5;1;1;120;160;120;140;120;660
1431694;2024;NA;NA;;NA;;NA;NA;NA;5204508;Caldas Novas;52;GO;0;1;1;0;NA;350.9;444.4;NA;0;1;100;180;120;160;120;680
2134752;2024;29415969;2906501;Candeias;29;BA;2;1;1;2906501;Candeias;29;BA;1;1;1;1;399.4;532.4;544.4;429.6;0;1;120;140;120;120;120;620
1464787;2024;35113724;3538709;Piracicaba;35;SP;4;1;1;3538709;Piracicaba;35;SP;1;1;1;1;624.9;547.5;599.6;699.7;0;1;120;160;140;160;200;780
2373964;2024;NA;NA;;NA;;NA;NA;NA;1501501;Benevides;15;PA;0;0;0;0;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA
2792697;2024;25096850;2507507;João Pessoa;25;PB;1;1;1;2507507;João Pessoa;25;PB;1;1;1;1;561;641.1;485.8;636.5;1;1;160;200;180;200;200;940
1661518;2024;23064510;2304285;Eusébio;23;CE;2;1;1;2304285;Eusébio;23;CE;1;1;1;1;450.6;359.6;459.1;543.7;0;1;120;120;100;120;80;540
503343;2024;NA;NA;;NA;;NA;NA;NA;1500800;Ananindeua;15;PA;1;1;1;1;485.4;459.4;490.9;396.4;0;1;140;140;160;160;100;700
1312559;2024;NA;NA;;NA;;NA;NA;NA;3306008;Três Rios;33;RJ;0;1;1;0;NA;535;496.4;NA;0;1;120;120;120;120;100;580
3124907;2024;NA;NA;;NA;;NA;NA;NA;5300108;Brasília;53;DF;1;1;1;1;462.5;555.9;509.6;410.6;1;1;120;120;120;100;80;540
701795;2024;31000311;3106200;Belo Horizonte;31;MG;2;1;1;3106200;Belo Horizonte;31;MG;1;1;1;1;520.1;566.2;577.2;491.7;0;1;180;200;160;180;200;920
262977;2024;NA;NA;;NA;;NA;NA;NA;2611101;Petrolina;26;PE;1;1;1;1;388;483.6;509.9;532.4;0;1;120;160;120;120;160;680
1988485;2024;NA;NA;;NA;;NA;NA;NA;3513009;Cotia;35;SP;1;1;1;1;466.2;468;490.8;430;1;1;100;80;40;100;40;360
1856003;2024;NA;NA;;NA;;NA;NA;NA;3106200;Belo Horizonte;31;MG;0;0;0;0;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA
3511454;2024;NA;NA;;NA;;NA;NA;NA;1400159;Bonfim;14;RR;0;0;0;0;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA
3525455;2024;NA;NA;;NA;;NA;NA;NA;3550308;São Paulo;35;SP;1;1;1;1;647.4;684.6;636.9;711.7;0;1;120;160;140;160;180;760
2240712;2024;NA;NA;;NA;;NA;NA;NA;2507507;João Pessoa;25;PB;1;1;1;1;402.1;474;480.1;373.2;1;1;60;120;60;80;20;340
3666275;2024;52049884;5217302;Pirenópolis;52;GO;2;1;1;5217302;Pirenópolis;52;GO;0;0;0;0;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA
1877706;2024;NA;NA;;NA;;NA;NA;NA;2304251;Cruz;23;CE;1;1;1;1;430.7;488.9;558;522.4;1;1;140;100;80;120;20;460
2987037;2024;NA;NA;;NA;;NA;NA;NA;3143302;Montes Claros;31;MG;1;1;1;1;616;584.7;586.7;464.7;0;1;100;120;100;140;200;660
3252691;2024;NA;NA;;NA;;NA;NA;NA;2111300;São Luís;21;MA;0;0;0;0;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA
3473447;2024;NA;NA;;NA;;NA;NA;NA;5300108;Brasília;53;DF;0;0;0;0;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA
1640695;2024;23164050;2307106;Jardim;23;CE;2;1;1;2307106;Jardim;23;CE;0;0;0;0;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA
2023108;2024;42008174;4217006;São Ludgero;42;SC;2;1;1;4202800;Braço do Norte;42;SC;0;0;0;0;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA
2567567;2024;50033212;5005707;Naviraí;50;MS;1;1;1;5005707;Naviraí;50;MS;1;1;1;1;576;623.6;612.5;753.5;0;1;160;200;160;180;200;900
3982282;2024;NA;NA;;NA;;NA;NA;NA;4323002;Viamão;43;RS;1;1;1;1;398.9;450.5;469.7;479.3;1;1;100;40;60;80;20;300
2520224;2024;NA;NA;;NA;;NA;NA;NA;3529005;Marília;35;SP;1;1;1;1;540;650;603.3;645.5;0;1;120;160;120;120;120;640
3719467;2024;NA;NA;;NA;;NA;NA;NA;2304400;Fortaleza;23;CE;0;0;0;0;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA
1986428;2024;NA;NA;;NA;;NA;NA;NA;1302603;Manaus;13;AM;1;1;1;1;496.2;408.9;483.2;420;1;3;0;0;0;0;0;0
1857363;2024;31115398;3147907;Passos;31;MG;2;1;1;3147907;Passos;31;MG;1;1;1;1;413.6;494.8;526;391.1;1;1;140;160;140;140;180;760
1440659;2024;NA;NA;;NA;;NA;NA;NA;2503209;Cabedelo;25;PB;1;1;1;1;575.9;589.9;614.6;644.2;0;1;160;180;160;200;200;900
4019282;2024;NA;NA;;NA;;NA;NA;NA;4314902;Porto Alegre;43;RS;0;0;0;0;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA
2998603;2024;NA;NA;;NA;;NA;NA;NA;2408102;Natal;24;RN;0;0;0;0;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA
1376550;2024;NA;NA;;NA;;NA;NA;NA;2928406;Santa Rita de Cássia;29;BA;1;1;1;1;660.1;579.3;588.5;661;1;1;120;160;120;160;200;760
4000114;2024;NA;NA;;NA;;NA;NA;NA;5103403;Cuiabá;51;MT;1;1;1;1;437.3;391.3;455.3;463.9;1;1;120;120;120;80;100;540
1318822;2024;NA;NA;;NA;;NA;NA;NA;4305108;Caxias do Sul;43;RS;0;0;0;0;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA
3691384;2024;NA;NA;;NA;;NA;NA;NA;3170107;Uberaba;31;MG;0;0;0;0;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA
1922390;2024;NA;NA;;NA;;NA;NA;NA;3505906;Batatais;35;SP;1;1;1;1;520.5;593.8;565;595.1;0;1;120;120;120;120;200;680
1437531;2024;NA;NA;;NA;;NA;NA;NA;3301900;Itaboraí;33;RJ;0;1;1;0;NA;502.4;553;NA;0;1;80;120;80;80;100;460
2798567;2024;35009573;3548807;São Caetano do Sul;35;SP;2;1;1;3548807;São Caetano do Sul;35;SP;1;1;1;1;452.3;446;546.3;404;0;1;100;140;100;100;20;460
1290257;2024;NA;NA;;NA;;NA;NA;NA;3139409;Manhuaçu;31;MG;1;1;1;1;608.5;632.9;606;693.5;0;1;160;200;200;200;200;960
440103;2024;23165430;2307304;Juazeiro do Norte;23;CE;2;1;1;2307304;Juazeiro do Norte;23;CE;1;1;1;1;490.4;528.3;543.3;562.4;1;1;140;180;120;160;180;780
2321480;2024;43008445;4319901;Sapiranga;43;RS;1;1;1;4319901;Sapiranga;43;RS;1;1;1;1;561.1;580.2;567.3;675.2;0;1;160;180;160;180;200;880
1085870;2024;NA;NA;;NA;;NA;NA;NA;4105805;Colombo;41;PR;0;0;0;0;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA
3280298;2024;NA;NA;;NA;;NA;NA;NA;2211001;Teresina;22;PI;1;1;1;1;452.4;578.3;597.3;483.9;0;1;120;120;100;140;100;580
1730472;2024;NA;NA;;NA;;NA;NA;NA;2504009;Campina Grande;25;PB;1;1;1;1;749.6;708.5;670.6;884.8;0;1;160;180;200;200;180;920
3520358;2024;31002348;3106200;Belo Horizonte;31;MG;2;1;1;3106200;Belo Horizonte;31;MG;1;1;1;1;413.7;455.6;467.8;429.1;1;1;100;140;120;120;60;540
756642;2024;NA;NA;;NA;;NA;NA;NA;3106200;Belo Horizonte;31;MG;1;1;1;1;481.7;542;535.8;465;1;1;140;140;140;140;140;700
594640;2024;27035840;2704302;Maceió;27;AL;2;1;1;2704302;Maceió;27;AL;1;1;1;1;417.3;403.4;465.5;398;0;1;120;40;40;100;20;320
4330777;2024;NA;NA;;NA;;NA;NA;NA;4315602;Rio Grande;43;RS;0;0;0;0;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA
3074940;2024;NA;NA;;NA;;NA;NA;NA;3151503;Piumhi;31;MG;1;1;1;1;561.9;577.5;577.7;634.6;0;1;100;120;120;100;120;560
4330967;2024;NA;NA;;NA;;NA;NA;NA;4318705;São Leopoldo;43;RS;0;0;0;0;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA
3710122;2024;NA;NA;;NA;;NA;NA;NA;2927408;Salvador;29;BA;1;1;1;1;525.4;511.9;572.6;419.9;0;1;160;160;160;200;140;820
2592496;2024;35922511;3524303;Jaboticabal;35;SP;2;1;1;3524303;Jaboticabal;35;SP;1;1;1;1;530.2;584.4;558.3;547;0;1;120;200;160;160;200;840
1027037;2024;21207895;2112209;Timon;21;MA;2;1;1;2112209;Timon;21;MA;1;1;1;1;391.7;431.7;483.6;449.8;1;1;160;200;160;200;200;920
2960078;2024;NA;NA;;NA;;NA;NA;NA;4104006;Campina Grande do Sul;41;PR;0;0;0;0;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA
1810124;2024;NA;NA;;NA;;NA;NA;NA;2208403;Piripiri;22;PI;0;0;0;0;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA
2114550;2024;NA;NA;;NA;;NA;NA;NA;5200258;Águas Lindas de Goiás;52;GO;1;1;1;1;411;407.9;550.2;516.9;1;1;120;140;120;100;60;540
1239004;2024;NA;NA;;NA;;NA;NA;NA;3106200;Belo Horizonte;31;MG;1;1;1;1;544.3;531.3;586.9;590.9;1;1;120;120;100;100;40;480
2093116;2024;NA;NA;;NA;;NA;NA;NA;4315602;Rio Grande;43;RS;0;0;0;0;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA
676136;2024;NA;NA;;NA;;NA;NA;NA;2207702;Parnaíba;22;PI;1;1;1;1;405.1;449.1;546.3;454.2;1;1;120;160;120;140;80;620
3209359;2024;NA;NA;;NA;;NA;NA;NA;3139409;Manhuaçu;31;MG;0;1;1;0;NA;478.4;538.2;NA;1;1;120;160;120;140;140;680
968211;2024;31357081;3131307;Ipatinga;31;MG;4;1;1;3131307;Ipatinga;31;MG;1;1;1;1;554.2;599.2;599.6;561;0;1;120;140;140;180;180;760
1138492;2024;NA;NA;;NA;;NA;NA;NA;4106902;Curitiba;41;PR;1;1;1;1;510.9;535.3;592.8;719.5;0;1;140;120;140;120;100;620
4231252;2024;NA;NA;;NA;;NA;NA;NA;1200401;Rio Branco;12;AC;1;1;1;1;448.5;484.1;460.3;402;0;1;140;120;60;80;20;420
553363;2024;35014308;3508504;Caçapava;35;SP;2;1;1;3508504;Caçapava;35;SP;1;1;1;1;525.9;569.6;553.1;645.1;0;1;160;160;160;160;180;820
3603288;2024;22011145;2208502;Porto;22;PI;2;1;1;2201200;Barras;22;PI;0;0;0;0;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA
3995091;2024;NA;NA;;NA;;NA;NA;NA;2408102;Natal;24;RN;1;1;1;1;417.4;350.3;310.4;455.4;0;3;0;0;0;0;0;0
2771498;2024;NA;NA;;NA;;NA;NA;NA;3142908;Monte Azul;31;MG;1;1;1;1;416.6;404.3;382.2;405.4;1;1;120;140;120;120;100;600
3895895;2024;NA;NA;;NA;;NA;NA;NA;2507507;João Pessoa;25;PB;0;0;0;0;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA
3690055;2024;NA;NA;;NA;;NA;NA;NA;1302603;Manaus;13;AM;0;0;0;0;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA
2665766;2024;NA;NA;;NA;;NA;NA;NA;2611606;Recife;26;PE;0;0;0;0;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA
258603;2024;13031040;1302603;Manaus;13;AM;2;1;1;1302603;Manaus;13;AM;1;1;1;1;452.7;507.3;522.7;432.5;0;1;140;160;120;160;120;700
1461997;2024;NA;NA;;NA;;NA;NA;NA;2608909;Limoeiro;26;PE;1;1;1;1;540;467.6;537.2;382.6;0;1;100;120;100;80;60;460
172228;2024;NA;NA;;NA;;NA;NA;NA;3550308;São Paulo;35;SP;1;1;1;1;439.1;615.7;584.4;539.2;0;1;80;180;100;120;140;620
556269;2024;23075864;2304400;Fortaleza;23;CE;2;1;1;2304400;Fortaleza;23;CE;1;1;1;1;423.9;441.7;559.9;612.8;0;1;160;180;180;180;160;860
1105910;2024;NA;NA;;NA;;NA;NA;NA;2800308;Aracaju;28;SE;1;1;1;1;561.5;585.5;580;689.3;0;1;160;160;120;200;200;840
648216;2024;NA;NA;;NA;;NA;NA;NA;3155603;Rio Pardo de Minas;31;MG;0;0;0;0;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA
3988566;2024;NA;NA;;NA;;NA;NA;NA;5107065;Querência;51;MT;0;0;0;0;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA
1304633;2024;NA;NA;;NA;;NA;NA;NA;2609907;Ouricuri;26;PE;0;0;0;0;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;NA
1388777;2024;NA;NA;;NA;;NA;NA;NA;2918407;Juazeiro;29;BA;0;0;0;0;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA
1242905;2024;31172600;3123601;Elói Mendes;31;MG;2;1;1;3170701;Varginha;31;MG;1;1;1;1;424.8;383.3;464.6;424.7;1;1;120;160;120;120;80;600
3608640;2024;NA;NA;;NA;;NA;NA;NA;3538709;Piracicaba;35;SP;1;1;1;1;511.4;532.8;520.1;661;0;1;120;180;120;100;100;620
2822508;2024;NA;NA;;NA;;NA;NA;NA;2109908;Santa Inês;21;MA;1;1;1;1;459.5;396.2;411.9;446.7;1;1;100;100;100;120;60;480
467113;2024;50010026;5008008;Terenos;50;MS;2;1;1;5002704;Campo Grande;50;MS;1;1;1;1;454.4;376.8;463.7;412.2;1;1;120;180;120;180;160;760
3046287;2024;NA;NA;;NA;;NA;NA;NA;2302404;Boa Viagem;23;CE;1;1;1;1;564.4;606.1;618.3;631.9;0;1;140;160;140;120;100;660
3231598;2024;51045150;5102504;Cáceres;51;MT;4;1;1;5102504;Cáceres;51;MT;1;1;1;1;539.5;579.4;568.7;618;0;1;140;180;120;160;200;800
120226;2024;23047860;2302800;Canindé;23;CE;2;1;1;2302800;Canindé;23;CE;1;1;1;1;643.7;738.7;696.5;796.2;0;1;180;200;160;200;200;940
668045;2024;21057338;2102705;Cantanhede;21;MA;2;1;1;2105401;Itapecuru Mirim;21;MA;1;1;1;1;382.2;383.2;355.9;468.8;1;1;120;120;80;120;60;500
